team_name,week,points,name,tp_names,tp_points,opponent,h2h_win,points_against,top6_win
Double D Kupps,13,100.92,tp3,A. Kamara,16.7,The Salty  Spitoon,0,120.72,0
The Mahomies,13,97.52,tp1,D. Adams,30.1,Edward  Jordyhands,0,103.36,0
The Mahomies,13,97.52,tp2,D. Montgomery,25.1,Edward  Jordyhands,0,103.36,0
The Mahomies,13,97.52,tp3,K. Murray,16.42,Edward  Jordyhands,0,103.36,0
Edward  Jordyhands,13,103.36,tp1,R. Tannehill,28.56,The Mahomies,1,97.52,1
Edward  Jordyhands,13,103.36,tp2,A. Jones,23.3,The Mahomies,1,97.52,1
Edward  Jordyhands,13,103.36,tp3,T. Hill,11.8,The Mahomies,1,97.52,1
Finding Deebo,13,132.54,tp1,J. Allen,31.1,¯\_(ツ)_/¯ ¯\_(ツ)_/¯,1,103.2,1
Finding Deebo,13,132.54,tp2,T. Kelce,24.6,¯\_(ツ)_/¯ ¯\_(ツ)_/¯,1,103.2,1
Finding Deebo,13,132.54,tp3,A. Thielen,17.5,¯\_(ツ)_/¯ ¯\_(ツ)_/¯,1,103.2,1
¯\_(ツ)_/¯ ¯\_(ツ)_/¯,13,103.2,tp1,A. Rodgers,23.5,Finding Deebo,0,132.54,1
¯\_(ツ)_/¯ ¯\_(ツ)_/¯,13,103.2,tp2,J. Taylor,21,Finding Deebo,0,132.54,1
¯\_(ツ)_/¯ ¯\_(ツ)_/¯,13,103.2,tp3,A. Cooper,13.8,Finding Deebo,0,132.54,1
